timestamp,temperature,humidity,pm2_5,co2
2025-02-10 23:28:11,24.805,45.47,4.2,400.0
2025-02-10 23:29:11,24.805,45.49,4.6,400.0
2025-02-10 23:30:11,24.805,45.46,4.4,400.0
2025-02-10 23:31:11,24.81,45.46,4.7,400.0
2025-02-10 23:32:11,24.81,45.44,4.3,400.0
2025-02-10 23:33:11,24.81,45.44,4.3,400.0
2025-02-10 23:34:11,24.805,45.49,4.5,400.0
2025-02-10 23:35:11,24.805,45.48,4.8,400.0
2025-02-10 23:36:38,24.805,45.49,4.2,400.0
2025-02-10 23:37:38,24.805,45.51,4.5,400.0
2025-02-10 23:38:38,24.81,45.49,4.6,400.0
2025-02-10 23:39:38,24.81,45.47,4.3,400.0
2025-02-10 23:40:38,24.81,45.46,4.6,400.0
2025-02-10 23:41:38,24.81,45.49,3.6,400.0
2025-02-10 23:42:38,24.81,45.47,3.9,400.0
2025-02-10 23:43:38,24.81,45.47,4.1,400.0
2025-02-10 23:44:38,24.81,45.5,4.8,400.0
2025-02-10 23:45:38,24.805,45.47,4.8,400.0
2025-02-10 23:46:38,24.81,45.5,4.5,400.0
2025-02-10 23:47:38,24.81,45.46,4.5,400.0
2025-02-10 23:48:38,24.81,45.46,4.3,400.0
2025-02-10 23:49:38,24.81,45.46,4.3,400.0
2025-02-10 23:50:38,24.81,45.45,4.4,400.0
2025-02-10 23:51:31,24.81,45.47,4.6,400.0
2025-02-10 23:52:31,24.81,45.47,3.9,400.0
2025-02-10 23:53:31,24.81,45.48,4.0,400.0
2025-02-10 23:54:31,24.81,45.46,4.4,400.0
2025-02-10 23:55:31,24.81,45.49,4.8,400.0
2025-02-10 23:56:31,24.81,45.48,4.0,400.0
2025-02-10 23:57:31,24.81,45.49,4.3,400.0
2025-02-10 23:58:31,24.81,45.48,4.3,400.0
2025-02-10 23:59:31,24.81,45.47,4.5,400.0
2025-02-11 00:00:31,24.81,45.49,4.3,400.0
2025-02-11 00:01:31,24.81,45.47,4.6,400.0
2025-02-11 00:02:31,24.81,45.47,4.5,400.0
2025-02-11 00:03:31,24.81,45.5,4.3,400.0
2025-02-11 00:04:31,24.81,45.5,4.2,400.0
2025-02-11 00:05:31,24.81,45.5,4.5,400.0
2025-02-11 00:06:55,24.81,45.49,4.5,400.0
2025-02-11 00:07:55,24.81,45.5,4.9,400.0
2025-02-11 00:08:55,24.81,45.49,5.0,400.0
2025-02-11 00:09:55,24.81,45.49,4.4,400.0
2025-02-11 00:10:55,24.81,45.47,4.1,400.0
2025-02-11 00:11:55,24.81,45.46,4.0,400.0
2025-02-11 00:12:55,24.81,45.46,4.9,400.0
2025-02-11 00:13:55,24.81,45.47,4.0,400.0
2025-02-11 00:14:55,24.81,45.48,4.2,400.0
2025-02-11 00:15:55,24.81,45.51,3.9,400.0
2025-02-11 00:16:55,24.805,45.49,3.8,400.0
2025-02-11 00:17:55,24.805,45.48,4.4,400.0
2025-02-11 00:18:55,24.805,45.5,3.8,400.0
2025-02-11 00:19:55,24.805,45.5,4.3,400.0
2025-02-11 00:20:55,24.805,45.45,4.7,400.0
2025-02-11 00:21:48,24.8,45.49,4.5,400.0
2025-02-11 00:22:48,24.8,45.51,4.4,400.0
2025-02-11 00:23:48,24.8,45.49,4.7,400.0
2025-02-11 00:24:48,24.8,45.51,4.1,400.0
2025-02-11 00:25:48,24.8,45.52,4.2,400.0
2025-02-11 00:26:48,24.8,45.52,4.0,400.0
2025-02-11 00:27:48,24.8,45.5,4.7,400.0
2025-02-11 00:28:48,24.8,45.49,5.1,400.0
2025-02-11 00:29:48,24.8,45.51,4.6,400.0
2025-02-11 00:30:48,24.8,45.53,4.4,400.0
2025-02-11 00:31:48,24.8,45.52,3.6,400.0
2025-02-11 00:32:48,24.8,45.54,3.8,400.0
2025-02-11 00:33:48,24.8,45.53,4.3,400.0
2025-02-11 00:34:48,24.795,45.54,4.7,400.0
2025-02-11 00:35:48,24.795,45.52,3.4,400.0
2025-02-11 00:37:10,24.795,45.53,3.7,400.0
2025-02-11 00:38:10,24.795,45.54,3.7,400.0
2025-02-11 00:39:10,24.795,45.55,3.3,400.0
2025-02-11 00:40:10,24.8,45.54,4.2,400.0
2025-02-11 00:41:10,24.8,45.55,4.6,400.0
2025-02-11 00:42:10,24.8,45.55,4.6,400.0
2025-02-11 00:43:10,24.8,45.52,4.1,400.0
2025-02-11 00:44:10,24.805,45.52,4.1,400.0
2025-02-11 00:45:10,24.805,45.5,4.0,400.0
2025-02-11 00:46:10,24.805,45.51,4.5,400.0
2025-02-11 00:47:10,24.8,45.47,3.8,400.0
2025-02-11 00:48:10,24.8,45.51,4.2,400.0
